Category Code,Product Code,Name,Description,Scan Identifier,Category Name,Enabled,Type,Component Product Code,Component Quantity,Component Price,HSN CODE,Tax Calculation Type,Batch Group,GRN expiry tolerance (in days),Dispatch expiry tolerance (in days),Return expiry tolerance (in days),Expirable,Determine Expiry From,Shelf Life
ROBOTICS COMPONENT,RB-1239,RC522,,RB-1239,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1240,RF MODULE,,RB-1240,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1241,ROTARY,,RB-1241,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1242,S3003,,RB-1242,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1243,SENSOR SHIELD,,RB-1243,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1244,SERVO TESTER,,RB-1244,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1245,SG90 SERVO,,RB-1245,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1246,SIM800L,,RB-1246,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1247,SIMONK ESC,,RB-1247,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1248,SOIL SENSOR,,RB-1248,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1249,SOUND SENSOR,,RB-1249,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1250,STM32,,RB-1250,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1251,TCS230,,RB-1251,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1252,TEMPERATURE DISPLAY,,RB-1252,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1253,TOUCH SENSOR,,RB-1253,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1254,TOY MOTOR,,RB-1254,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1255,TP4056,,RB-1255,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1256,Tripod Stand,,RB-1256,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1257,TTP224  4 CHANNEL,,RB-1257,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1258,TTP226 [8 CHANNEL,,RB-1258,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1259,TTP229 16 Channel,,RB-1259,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1260,ULTRASONIC SENSOR,,RB-1260,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1261,V44+,,RB-1261,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1262,W1209,,RB-1262,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1263,W3001,,RB-1263,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1264,WS-858•À_•À__,,RB-1264,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1265,XL4015,,RB-1265,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1266,XL6009,,RB-1266,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1267,YF,,RB-1267,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1268,ZEBRA PRINTER,,RB-1268,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1269,V420 MASK,,RB-1269,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1270,Nano Cable,,RB-1270,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1271,2.4INCH TFT,,RB-1271,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1272,200W SCR,,RB-1272,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1273,37 IN1 KIT,,RB-1273,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1274,FRONTIER mask,,RB-1274,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1275,4x4 Keypad,,RB-1275,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1276,LED 100 PCS,,RB-1276,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1133,100,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1277,NANO SOLDERD +CABLE,,RB-1277,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1221,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1277,NANO SOLDERD +CABLE,,RB-1277,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1270,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1278,1 CHANNEL +M  TO  F {20PCS,,RB-1278,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1114,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1278,1 CHANNEL +M  TO  F {20PCS,,RB-1278,ROBOTICS COMPONENT,TRUE,BUNDLE,rb-1601,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1279,10  X Jumper M-F,,RB-1279,ROBOTICS COMPONENT,TRUE,BUNDLE,rb-1601,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1280,10 PCS 7805,,RB-1280,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1281,10 PCS BC557,,RB-1281,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1142,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1282,10 X 16x2 green,,RB-1282,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1121,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1283,10 X ESP32,,RB-1283,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1174,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1284,10 X IR,,RB-1284,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1106,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1285,10 X lm2596,,RB-1285,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1202,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1286,10 X M-F JUMPER,,RB-1286,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1188,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1287,10 X PIR,,RB-1287,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1110,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1288,10 X W1209,,RB-1288,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1262,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1289,10 X XL6009,,RB-1289,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1266,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1290,10 XHI WAT battery,,RB-1290,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1181,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1291,1000 KV + Propeller + ESC,,RB-1291,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1115,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1291,1000 KV + Propeller + ESC,,RB-1291,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1125,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1291,1000 KV + Propeller + ESC,,RB-1291,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1233,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1292,1000 PCS RESISTER KIT,,RB-1292,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1293,10PCS BC548,,RB-1293,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1148,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1294,10PCS BC547,,RB-1294,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1142,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1295,10X NRF,,RB-1295,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1224,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1296,10X V44+ [YELLOW],,RB-1296,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1261,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1297,10XVENUS V-420 GRAY,,RB-1297,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1269,10,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1298,12X EMOJI,,RB-1298,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1172,12,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1299,1400KV+ESC+PROPELLER,,RB-1299,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1117,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1299,1400KV+ESC+PROPELLER,,RB-1299,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1125,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1299,1400KV+ESC+PROPELLER,,RB-1299,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1233,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1300,150W+LM2596+SUPERB,,RB-1300,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1118,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1300,150W+LM2596+SUPERB,,RB-1300,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1167,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1300,150W+LM2596+SUPERB,,RB-1300,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1202,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-13000,BLADE COMBO,,RB-13000,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-13001,SANITISER KIT (6),,RB-13001,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-13002,Capacitor Kit (555),,RB-13002,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-13003,BATTERY CONNECTOR 10PCS,,RB-13003,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-13004,V44+ 50PCS,,RB-13004,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1301,16X2 + Jumper,,RB-1301,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1121,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1301,16X2 + Jumper,,RB-1301,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1523,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1302,16X2 +I2C,,RB-1302,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1121,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1302,16X2 +I2C,,RB-1302,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1183,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1303,"16X2+ NANO + Buzzer +LDR+ 10 ohm resistance+ LED ( R,Y,G)",,RB-1303,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1304,2 X  Bo motor,,RB-1304,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1150,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1305,2 X A4988 +HEATSINK,,RB-1305,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1136,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1305,2 X A4988 +HEATSINK,,RB-1305,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1510,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1306,2 X BO Motor + wheel,,RB-1306,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1150,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1306,2 X BO Motor + wheel,,RB-1306,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1151,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1307,2 X BO WHEEL,,RB-1307,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1151,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1308,2 X D1 mini,,RB-1308,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1162,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1309,2 X emoji,,RB-1309,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1172,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1310,2 X HX711,,RB-1310,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1182,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1311,2 X IR,,RB-1311,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1106,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1312,2 X l293 IC + BASE,,RB-1312,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1519,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1312,2 X l293 IC + BASE,,RB-1312,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1535,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1313,2 X L293D,,RB-1313,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1192,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1314,2 X MG996,,RB-1314,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1210,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1315,2 X MT3608,,RB-1315,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1220,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1316,2 X PROPELLER,,RB-1316,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1233,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1317,2 X SG90,,RB-1317,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1245,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1318,2 X Soil,,RB-1318,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1248,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1319,2 X Ultrasonic,,RB-1319,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1260,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1320,2 X W1209,,RB-1320,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1262,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1321,2 X XL6009,,RB-1321,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1266,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1322,2CHANNEL+NODE+60PC JUMPER,,RB-1322,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1124,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1322,2CHANNEL+NODE+60PC JUMPER,,RB-1322,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1175,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1322,2CHANNEL+NODE+60PC JUMPER,,RB-1322,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1511,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1323,2x 16x2 BLUE,,RB-1323,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1120,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1324,2x 8 Channel,,RB-1324,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1512,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1325,2X EMOJI,,RB-1325,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1172,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1326,2x GL BB,,RB-1326,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1146,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1327,2X I-2C,,RB-1327,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1183,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1328,2X IR + 6 PCS  M-F+ M-M,,RB-1328,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1106,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1328,2X IR + 6 PCS  M-F+ M-M,,RB-1328,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1511,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1329,2x L298,,RB-1329,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1193,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1330,2X LM2596,,RB-1330,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1202,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1331,2X LM393,,RB-1331,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1204,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1332,2x MG995,,RB-1332,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1209,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1333,2X PELTIER,,RB-1333,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1226,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1334,2X PUMP,,RB-1334,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1165,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1335,2x Sound Sensor,,RB-1335,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1249,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1336,2X V44+,,RB-1336,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1261,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1337,2X420 {YELLOW},,RB-1337,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1269,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1338,2XESC,,RB-1338,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1125,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1339,2XMG90S,,RB-1339,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1207,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1340,2XNRF,,RB-1340,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1224,2,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1341,3 X V44+,,RB-1341,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1261,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1342,3 X W1209,,RB-1342,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1262,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1343,30PCS LDR,,RB-1343,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1344,RCT Kit,,RB-1344,ROBOTICS COMPONENT,TRUE,SIMPLE,,,,8529,,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1345,3X 16x2 yellow,,RB-1345,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1121,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1346,3x BB 840 Point,,RB-1346,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1147,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1347,3X EMOJI,,RB-1347,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1172,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1348,3X IR,,RB-1348,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1106,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1349,3X WILD CRAFT,,RB-1349,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1515,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1351,3XESC,,RB-1351,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1125,3,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1352,4 CHANNEL+ JUMPER 60PCS+ UNO +C,,RB-1352,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1127,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1352,4 CHANNEL+ JUMPER 60PCS+ UNO +C,,RB-1352,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1516,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1352,4 CHANNEL+ JUMPER 60PCS+ UNO +C,,RB-1352,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-3102,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1352,4 CHANNEL+ JUMPER 60PCS+ UNO +C,,RB-1352,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1511,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
ROBOTICS COMPONENT,RB-1353,4 CHANNEL+NODE+JUMPER 60PCS,,RB-1353,ROBOTICS COMPONENT,TRUE,BUNDLE,RB-1127,1,100,8529,PRICE_OF_BUNDLE_SKU,,,,,From Category,From Category,
