Channel Name,Product Name,Channel Product Id,Seller Sku Code,Uniware Sku Code,Blocked Inventory,Disabled,Selling Price,Max Retail Price,Currency Code,Status Code,Next Inventory Update,Last Inventory Update
FLIPKART_techleads,Techleads Temprature display and controller Module w1209 (Pack of 2) Micro Controller Board Electronic Hobby Kit (),LSTEHKFN3MWQZYCXZQ7OEOJWC,) Temperature Sensor and Controller _2,RB-1320,0,FALSE,,,,LINKED,1154,2051
FLIPKART_techleads,Techleads 0.96 Inch 4Pi IIC I2C OLED Display Module for Arduino Display Lights Electronic Hobby Kit (),LSTEHKFN9HFDK6DN45MYNV94Z,0.96 Inch 4Pi IIC,RB-1113,0,FALSE,,,,LINKED,236,59
FLIPKART_JAIN,Techleads 0.96 Inch 4Pi IIC I2C OLED Display Module for Arduino Display Lights Electronic Hobby Kit,LSTEHKFN9HFDK6DN45MYNV94Z,0.96 Inch 4Pi IIC,RB-1113,0,FALSE,,,,LINKED,236,
FLIPKART_JAIN,Robosoft Labs 4 Channel +5V/6V OPTOCOUPLER Protection BASED Relay Board Module for ALL MICROCONTROLLER (Multicolor),LSTETYEJFSZCZHVGHYJSJQV5I,5,RB-1127,0,FALSE,,,,LINKED,686,
AMAZON_IN_techleads,"eprinter BIS Certified Kiosk bank Receipt/POS Bill Printing Support 58 mm tally,POS software USB 5890K Thermal Receipt Printer/Thermal Printer",B07S9C11LD,01-BED7-QVAM,RB-40002,0,FALSE,,,,LINKED,11,
FLIPKART_techleads,Techleads 2. 4inch TFT LCD Shield touch Panel for Arduino with Stylus and Working Library Display Lights Electronic Hobby Kit (),LSTEHKFMVZHXCZQNQHZ3YZQER,02-R8EY-K2YB,RB-1271,0,FALSE,,,,LINKED,3,0
AMAZON_IN_techleads,Generic 0829U8OUTCY JCE 16 x 2 LCD Display,B00OVY28M4,0B-2MS2-9N0P,RB-1121,0,FALSE,,,,LINKED,271,463
AMAZON_IN_techleads,REES52 8CHANNEL 8 Channel 5V Relay Shield Module Board Optocoupler Module for Aduino ARM AVR CN,B01IDNCCFQ,0B-IYW5-3AZE,RB-3100,0,FALSE,,,,LINKED,127,162
AMAZON_IN_techleads,Generic Tec1-12706 Diamondstone Thermoelectric Peltier Cooler Module 12V 92W Maximum for Arduino ARM Raspberry pi and Other MCU,B00ZYMA2K2,0I-K1RH-KQRZ,RB-1108,0,FALSE,,,,LINKED,114,123
AMAZON_IN_techleads,Jbtek 8 Channel Relay Control Panel Plc Relay 5V Module With Optocoupler For Arduino,B00KTELP3I,0K-MA8X-U506,RB-3100,0,FALSE,,,,LINKED,127,162
FLIPKART_techleads,Techleads Imported STM32F103C8T6 Arm STM32 Minimum System Development Board Module For Arduino Electronic Components Electronic Hobby Kit (),LSTEHKFMVZZZ3QWPB7SDXDEOP,0N-V5RS-62NH,RB-1250,0,FALSE,,,,LINKED,81,14
FLIPKART_techleads,Techleads Pi 3 Official Case - Black/Grey Educational Electronic Hobby Kit (),LSTEHKFMVPFDX3PAHUGZBGE1F,0V-RR90-SX13,RB-1228,0,FALSE,,,,LINKED,284,0
AMAZON_IN_techleads,CYSNO BIS Certified 80mm (3 Inches) Direct Thermal Printer CYP-E801 - Monochrome - Desktop - Auto Cutter - Receipt Print POS Printer,B07D6FHHNT,0Y-U1T1-1LY6,RB-1134,0,FALSE,,,,LINKED,0,0
FLIPKART_techleads,ARDUINO M375 CP2102 USB 2.0 to UART TTL 5PIN Module Serial Converter Electronic Components Electronic Hobby Kit (),LSTEHKFAGFHNCRGHGHBPYTF64,1,RB-1103,0,FALSE,,,,LINKED,0,0
FLIPKART_techleads,"Venus Updated Model V-420-V FFP2 n95 pm 2.5 reusable mask Reusable (Grey, Free Size, Pack of 1)",LSTMRPFSUD6WSKQDUVGHGNVIZ,1 x 420 a,RB-1269,0,FALSE,,,,LINKED,574,
FLIPKART_techleads,"Venus V-420-V FFP2 n95 pm 2.5 reusable mask Reusable (Grey, Free Size, Pack of 1)",LSTMRPFSUDGMVUZQHYJ4SFNJX,1 x v420,RB-1269,0,FALSE,,,,LINKED,574,
FLIPKART_techleads,"Venus V-+ Mask Respiratory (Free Size, Pack of 1)",LSTMRPFR3WNZ7FSGSCEB6DQ2O,1 x v44+,RB-1261,0,FALSE,,,,LINKED,760,888
FLIPKART_techleads,"Venus V44+ Respirator Mask For dust, Pollution, Anti Virus PemiumQuality (Free Size, Pack of 1)",LSTMRPFR69W4XGZVJQ6UNXUHK,1 x v44++,RB-1261,0,FALSE,,,,LINKED,760,888
FLIPKART_techleads,Raspberry Pi DHT 11 Humidity Sensor Module Temperature Sensor and Controller Electronic Hobby Kit (),LSTEHKFEQFFFGKRYN6H5BKA4Q,10,RB-1166,0,FALSE,,,,LINKED,34,103
FLIPKART_JAIN,Raspberry Pi DHT 11 Humidity Sensor Module Temperature Sensor and Controller Electronic Hobby Kit,LSTEHKFEQFFFGKRYN6H5BKA4Q,10,RB-1166,0,FALSE,,,,LINKED,34,
FLIPKART_techleads,"Venus Updated Model anti pollution mask for men women V-420-V n95 pm 1.9 air masks reusable (Pack of 10) Reusable (Grey, Free Size, Pack of 10)",LSTMRPFSUD3YCZGHMSGJBDG89,10 x v420,RB-1297,0,FALSE,,,,LINKED,57,65
FLIPKART_JAIN,Robotbanao Brushless Motor 1000KV BLDC Hex Rotor for Multi-Copter and RC Aircraft Motor Control Electronic Hobby Kit (),LSTEHKFED4TRJHVYHMHJ1NB7N,1000KVMOT,RB-1115,0,FALSE,,,,LINKED,1792,276
FLIPKART_techleads,Rotobotix 10x4.5 Reinforced Carbon Based Electronic Components Electronic Hobby Kit (),LSTETYE7QPW9JNEHCPZI2JL7O,10x4.5 Reinforced Carbon,RB-1233,0,FALSE,,,,LINKED,1619,660
FLIPKART_techleads,CORE TECHNOLOGIES CRE TCH_09 Temperature Sensor and Controller Electronic Hobby Kit (),LSTEHKFHR7FHVAQHHCCD9AJNE,11,RB-1166,0,FALSE,,,,LINKED,34,103
FLIPKART_techleads,arduino w1209 Temprature display and controller Module (Pack of 5) Temperature Sensor and Controller Electronic Hobby Kit (),LSTEHKFDQSBS62YBVPZDBD7W5,12,RB-1388,0,FALSE,,,,LINKED,460,820
FLIPKART_techleads,RoboVendor 120 Pieces Jumper Wire Set 40 M-M + 40 M-F + 40 F-F Wires Interconnect Electronic Hobby Kit (),LSTEHKFCYF3JWRWYV5KATLQ5N,120,RB-1485,0,FALSE,,,,LINKED,620,0
FLIPKART_techleads,Robohaat Gas Sensor Module MQ2- 200 Electronic Components Electronic Hobby Kit (),LSTEHKEBFPENZHVNMRYJKGFKT,14,RB-1214,0,FALSE,,,,LINKED,419,515
FLIPKART_JAIN,Robohaat Gas Sensor Module MQ2- 200 Electronic Components Electronic Hobby Kit,LSTEHKEBFPENZHVNMRYJKGFKT,14,RB-1214,0,FALSE,,,,LINKED,419,
FLIPKART_JAIN,Robotbanao 150W Adjustable 12 32V to 12 35V DC DC Laptop Pieces Car Power Boost Converter Power Supply Electronic Hobby Kit (),LSTEHKFEGBQCN8ZAUVCVL6IGN,150w,RB-1118,0,FALSE,,,,LINKED,16,46
FLIPKART_techleads,INVENTO 1602 16x2 HD44780 Character LCD Display Module LCM with blacklight Display Lights Electronic Hobby Kit (),LSTEHKF9HHXVFHSTQZBXUNT9E,16.2 Character LCD Display,RB-1121,0,FALSE,,,,LINKED,271,459
FLIPKART_techleads,Techleads 1602 LCD Shield Module Display V3 for Arduino Uno R3 Mega2560 Nano Due Display Lights Electronic Hobby Kit (),LSTEHKFMRCQYAVXHHKYNXI64F,1602 LCD Shield Module Display,RB-1119,0,FALSE,,,,LINKED,113,132
FLIPKART_techleads,INVENTO MQ5 Gas Sensor Module for LPG Smoke/CO/Methane Detector Module for Arduino Security Circuit and Motion Detector Electronic Hobby Kit (),LSTEHKF9VYWSZ6TXJFKZGPMKM,17,RB-1217,0,FALSE,,,,LINKED,0,0
FLIPKART_techleads,INVENTO MQ-4 DC 5V Alcohol Methane Hydrogen Smoke Gas Detector Sensor Module For Arduino Electronic Components Electronic Hobby Kit (),LSTEHKFA759HZFPAD95X3EYBI,18,RB-1216,0,FALSE,,,,LINKED,0,0
FLIPKART_techleads,Raspberry Pi MQ-4 Methane Gas Sensor Module Security Circuit and Motion Detector Electronic Hobby Kit (),LSTEHKFFAGAX23AGMXPYALSGQ,19,RB-1216,0,FALSE,,,,LINKED,0,0
FLIPKART_JAIN,Robotbanao 5V Micro USB 1A 18650 Lithium Battery Charging Board With Protection Charger Module Micro Controller Board Electronic Hobby Kit (),LSTEHKFEH2YVQUVWN4XNLFHVE,1A18650,RB-1190,0,FALSE,,,,LINKED,0,0
FLIPKART_techleads,REES52 5VRELAY One Channel 5V Relay Module for Arduino Raspberry Avr Pic Low Level Trigge Micro Controller Board Electronic Hobby Kit (),LSTEHKFCAYHTZK53JGGCYSYEE,1chrelay,RB-1114,0,FALSE,,,,LINKED,2016,2037
AMAZON_IN_techleads,VENUS NOSE MASK V 410,B087ZZ45KS,1D-EL4R-KSY4,RB-1525,0,FALSE,,,,LINKED,0,0
AMAZON_IN_techleads,"Venus Polypropylene V44+ FFP1 Respirator Mask, ISI Marked, Pack of 2, Yellow",B089NX3CFT,1G-W6LT-SOVC,RB-1336,0,FALSE,,,,LINKED,380,522
AMAZON_IN_techleads,Techleads Bluetooth Transceiver Module with TTL Outputs HC05,B08DV3HJGD,1H-8KJ9-7R9A,RB-1102,0,FALSE,,,,LINKED,551,84
FLIPKART_techleads,Techleads Universal Landing Gear Skid for DJI F450 F550 Sk480 Multirotor Quadcopter (Black) Miscellaneous Electronic Hobby Kit (),LSTEHKFMVPWSVHUREGGRPTCZT,1I-7JWE-ZUF6,RB-1194,0,FALSE,,,,LINKED,1097,1073
FLIPKART_JAIN,Techleads Universal Landing Gear Skid for DJI F450 F550 Sk480 Multirotor Quadcopter (Black) Miscellaneous Electronic Hobby Kit,LSTEHKFMVPWSVHUREGGRPTCZT,1I-7JWE-ZUF6,RB-1194,0,FALSE,,,,LINKED,1097,
AMAZON_IN_techleads,Robostall Universal Landing Gear Skid For Dji F450 F550 Sk480 Multirotor Quadcopter,B07CQ5KG5M,1I-7JWE-ZUF6,RB-1195,0,FALSE,,,,LINKED,702,685
FLIPKART_techleads,Techleads CPVKHEDC Breadboard-MB102 830 Tiepoints Educational Electronic Hobby Kit (),LSTEHKFMYFGZNMYBDVCQQ8W7V,1K-IFY3-27YE,RB-1147,0,FALSE,,,,LINKED,859,518
FLIPKART_techleads,Techleads Arduino Uno Kit For Robotic Projects Educational Electronic Hobby Kit (),LSTEHKFMYFH2DBAWBQBJ5CO23,1M-6LEH-3WEQ,RB-1468,0,FALSE,,,,LINKED,12,0
AMAZON_IN_techleads,Techleads Arduino Uno Kit For Robotic Projects,B07N69QD37,1M-6LEH-3WEQ,RB-1468,0,FALSE,,,,LINKED,12,30
FLIPKART_techleads,INVENTO USB to TTL UART 5PIN Module Serial Converter CP2102 STC PROGRAMMER For Arduino Micro Controller Board Electronic Hobby Kit (),LSTEHKFG28QHCPHNEXQXSS6ZK,2,RB-1156,0,FALSE,,,,LINKED,201,240
FLIPKART_JAIN,INVENTO USB to TTL UART 5PIN Module Serial Converter CP2102 STC PROGRAMMER For Arduino Micro Controller Board Electronic Hobby Kit,LSTEHKFG28QHCPHNEXQXSS6ZK,2,RB-1156,0,FALSE,,,,LINKED,201,
FLIPKART_techleads,arduino 2 TWO CHANNEL 5V 10A RELAY MODULE BOARD WITH OPTOCOUPLER INDICATOR Micro Controller Board Electronic Hobby Kit (),LSTEHKF8DDUZK2XXYZWEO73NF,2 TWO CHANNEL 5V,RB-1124,0,FALSE,,,,LINKED,1759,
FLIPKART_techleads,INVENTO 2 x MG 995 Tower Pro Metal Geared Servo Motor 15Kg-cm - PLANE HELICOPER BOAT CAR Motor Control Electronic Hobby Kit (),LSTEHKF9VEJHVAHAEGJ6NHANO,2 x MG 995,RB-1332,0,FALSE,,,,LINKED,288,317
FLIPKART_techleads,"Venus Updated Model anti pollution mask for men women V-420-V n95 pm 1.9 air masks reusable (Pack of 2) Reusable (Grey, Free Size, Pack of 2)",LSTMRPFSUCQZXV9TPRGJWI7KZ,2 x v420,RB-4003,0,FALSE,,,,LINKED,287,
FLIPKART_techleads,Robohaat 2-Channel 5V Relay Module FM Transmitter Electronic Hobby Kit (),LSTEHKFBFJE88MPBCSSCVA3TT,2-Channel 5V Relay,RB-1124,0,FALSE,,,,LINKED,1759,1435
FLIPKART_techleads,REES52 NRF 24L01 2.4Ghz RF Transceiver module (Black) Micro Controller Board Electronic Hobby Kit (),LSTEHKFC2JHQCW5HKUWXSBOPY,2.4ghztras,RB-1224,0,FALSE,,,,LINKED,210,152
FLIPKART_techleads,Electrobot Uno 3 Ultimate Starter Kit (25 Pieces) Electronic Components Electronic Hobby Kit (),LSTEHKFCHSEBFCJGMPKSHNHGN,20,RB-31032,0,FALSE,,,,LINKED,0,
FLIPKART_techleads,Techleads 4000W 220V AC SCR Voltage Regulator Dimmer Electric Motor Speed Controller Electronic Components Electronic Hobby Kit (),LSTEHKFMSC388HRAEZ6KTG3U9,20V AC SCR Voltage Regulator Dimmer,RB-1131,0,FALSE,,,,LINKED,536,11
FLIPKART_JAIN,Techleads 4000W 220V AC SCR Voltage Regulator Dimmer Electric Motor Speed Controller Electronic Components Electronic Hobby Kit,LSTEHKFMSC388HRAEZ6KTG3U9,20V AC SCR Voltage Regulator Dimmer,RB-1131,0,FALSE,,,,LINKED,536,
FLIPKART_techleads,Electrobot a push button Project Kit including Arduino and Totorial CD Educational Electronic Hobby Kit (),LSTEHKFH8KBZPNG9SWGVT0RMV,22,,0,FALSE,,,,UNLINKED,,
AMAZON_IN_techleads,Ds Robotics Dc Digital Cooling/Heating Digital Temperature Controller Thermostat,B08667D9G5,22-HW80-EHW5,RB-1262,0,FALSE,,,,LINKED,2310,3875
FLIPKART_techleads,Electrobot DIY Arduino Traffic Light Controller Project Kit with Code and Tutorial CD Light Electronic Hobby Kit (),LSTEHKFH8K2AG4KJHKH6NRSYE,23,RB-31020,0,FALSE,,,,LINKED,0,
FLIPKART_techleads,ARDUINO M245 V3 Engraver 3D Printer CNC Shield Expansion Board A4988 Driver Electronic Components Electronic Hobby Kit (),LSTEHKFA96JXUKEESFTNNBCIW,24,RB-1155,0,FALSE,,,,LINKED,94,
FLIPKART_techleads,SainSmart 13.56Mhz Rfid Mini Module Kits Keycard Id Card For Arduino Uno Mega 2560 R3 Nano Avr Raspberry Pi (Multicolor),LSTETYF3H46HVYDSDE5QXIQ3A,2560 R3 Nano,RB-1239,0,FALSE,,,,LINKED,121,44
FLIPKART_techleads,ARDUINO M329 L293d Motor Drive Expansion Shield Board Module Mega Uno Micro Controller Board Electronic Hobby Kit (),LSTEHKFAGFHTAGQVVCCWXQ4YD,26,RB-1192,0,FALSE,,,,LINKED,1028,1062
FLIPKART_techleads,DIY MALE TO FEMALE JUMPER WIRE BUNDLE 20 CM (40PCS)(MULTICOLOR) Interconnect Electronic Hobby Kit (),LSTEHKF6Y8PSFQEB3PU8NV6L5,27,RB-1188,0,FALSE,,,,LINKED,4966,0
FLIPKART_JAIN,DIY MALE TO FEMALE JUMPER WIRE BUNDLE 20 CM (40PCS)(MULTICOLOR) Interconnect Electronic Hobby Kit 27,LSTEHKF6Y8PSFQEB3PU8NV6L5,27,RB-1188,0,FALSE,,,,LINKED,4966,
FLIPKART_techleads,arduino Female To Male Dupont (20cm) Jumper Wire 40pcs Interconnect Electronic Hobby Kit (),LSTEHKF8DVBG9BXZHHHB4WKUD,28,RB-1188,0,FALSE,,,,LINKED,4966,0
FLIPKART_JAIN,arduino Female To Male Dupont (20cm) Jumper Wire 40pcs Interconnect Electronic Hobby Kit 28,LSTEHKF8DVBG9BXZHHHB4WKUD,28,RB-1188,0,FALSE,,,,LINKED,4966,
AMAZON_IN_techleads,Generic 4000W 220V Ac Scr Voltage Regulator Dimmer Electric Motor Speed Controller,B07MLFDS4B,28-L86M-DDGS,RB-1131,0,FALSE,,,,LINKED,536,
FLIPKART_techleads,DIY Female To Female Jumper Wire Bundle 20cm (40pcs)(Multicolor) Interconnect Electronic Hobby Kit (),LSTEHKF6Y8PENHYTAHXWXHGZ3,29,RB-1187,0,FALSE,,,,LINKED,5037,0
FLIPKART_JAIN,DIY Female To Female Jumper Wire Bundle 20cm (40pcs)(Multicolor) Interconnect Electronic Hobby Kit,LSTEHKF6Y8PENHYTAHXWXHGZ3,29,RB-1187,0,FALSE,,,,LINKED,5037,
FLIPKART_techleads,Techleads KG001 HC-SR501 PIR Sensor Pyroelectric Infrared Module Temperature Sensor and Controller Electronic Hobby Kit (),LSTEHKFMYFUU9TQSFN6URESTI,2C-3GDS-J1NJ,RB-1110,0,FALSE,,,,LINKED,86,116
AMAZON_IN_techleads,Generic KG001 HC-SR501 PIR Sensor Pyroelectric Infrared Module,B00VNWWZM0,2C-3GDS-J1NJ,RB-1110,0,FALSE,,,,LINKED,86,1562
AMAZON_IN_techleads,Techleads Mini Sensor Kit Joystick Module,B07YHPLWSD,2C-IFO8-9TXY,RB-1522,0,FALSE,,,,LINKED,0,0
FLIPKART_JAIN,Robohaat 2 channel optocoupler relay 5V Micro Controller Board Electronic Hobby Kit (),LSTEHKERPC6XZSGGNKKZTSOHV,2CHR,RB-1124,0,FALSE,,,,LINKED,1759,1452
AMAZON_IN_techleads,"Robotbanao The Basic Starter kit for iduino with UNO R3, Breadboard, LED, Resistor,Jumper Wires and Power Supply",B08MLB5HW1,2E-OTOE-FA2S,RB-31013,0,FALSE,,,,LINKED,67,
AMAZON_IN_techleads,Eprinter 58mm Thermal Printer (Black),B07RWJGN8C,2G-WFJV-3UJ9,RB-40003,0,FALSE,,,,LINKED,10,
AMAZON_IN_techleads,"Techleads CRT01 Dengineers CRT Capacitor-Resistor-Transistor Kit 60 Values, 310 Piece Components Box Pack For Engineering Projects, Diy Models Etc.",B08MKDPSHF,2O-FP33-RVLX,RB-1344,0,FALSE,,,,LINKED,366,
FLIPKART_techleads,Techleads 2PCS DUEL SHAFT BO MOTOR Motor Control Electronic Hobby Kit (),LSTEHKFMSCUD2YRWAGWD279WB,2PCS DUEL SHAFT BO MOTOR,RB-1304,0,FALSE,,,,LINKED,1085,1959
FLIPKART_JAIN,Robotbanao 2PCS DUEL SHAFT BO MOTOR Motor Control Electronic Hobby Kit (),LSTEHKFEQHGPDXCFSG7CFPUFO,2PCSDUEL,RB-1304,0,FALSE,,,,LINKED,1085,1959
FLIPKART_techleads,"Techleads 2.4 Inch Tft Lcd Display Shield Touch Panel 240x320 for Arduino Uno Mega, Red Display Lights Electronic Hobby Kit ()",LSTEHKFMY28HXNFQNKXS1ZOV3,2T-28PO-1WTK,RB-1271,0,FALSE,,,,LINKED,3,0
AMAZON_IN_techleads,Techleads Wheels For Bo Motors,B07WPVTQCW,2Y-QFIY-GEZ7,RB-1477-C,0,FALSE,,,,LINKED,30,34
FLIPKART_techleads,ARDUINO M111 I2C IIC Serial Interface Board Module LCD1602 Addres Changeable Micro Controller Board Electronic Hobby Kit (),LSTEHKF9HRYRKP9HQRRJXL7PG,3,RB-1183,0,FALSE,,,,LINKED,234,261
FLIPKART_techleads,"Venus Respirator Mask, Yellow (Pack of 3) (Yellow, Free Size, Pack of 3)",LSTMRPFR2UBWYGMMCUB9POZXS,3 x v44+,RB-1341,0,FALSE,,,,LINKED,253,
FLIPKART_techleads,arduino COMBO: 4 Pcs of 50 KG load cell and 1 Pc HX711 Electronic Components Electronic Hobby Kit (),LSTEHKFH9RCD4XG34GUWWXJMM,30,RB-1359,0,FALSE,,,,LINKED,0,0
AMAZON_IN_techleads,"Themisto Hc-sr501 Adjust Ir Pyroelectric Infrared Pir Motion Sensor Detector Modules, Multi-color, Set of 5",B00FDPO9B8,30-AWWK-657Y,RB-1400,0,FALSE,,,,LINKED,16,312
FLIPKART_JAIN,Techleads 30A Brushless Motor Speed Controller RC Bec Esc for Quadcopter Plane Helicopter Electronic Components Electronic Hobby Kit (),LSTEHKFNERXYGPCZZFQUWGF4N,30a,RB-1125,0,FALSE,,,,LINKED,1981,255
FLIPKART_techleads,Techleads 30A Brushless Motor Speed Controller RC Bec Esc for Quadcopter Plane Helicopter Electronic Components Electronic Hobby Kit (),LSTEHKFNERXYGPCZZFQ4NWSC0,30A Brushless Motor,RB-1125,0,FALSE,,,,LINKED,1981,164
FLIPKART_techleads,INVENTO 30A ESC 30Amp Brushless Electronic speed controller for F450 Quadcopter KK DJI Interconnect Electronic Hobby Kit (),LSTEHKF8CHFZUJCGKSWPMEZ60,30A ESC 30Amp Brushless,RB-1125,0,FALSE,,,,LINKED,1981,168
FLIPKART_JAIN,INVENTO 30A ESC 30Amp Brushless Electronic speed controller for F450 Quadcopter KK DJI Interconnect Electronic Hobby Kit,LSTEHKF8CHFZUJCGKSWPMEZ60,30A ESC 30Amp Brushless,RB-1125,0,FALSE,,,,LINKED,1981,
FLIPKART_JAIN,Robotbanao Combo Kit 30A Esc + 1045 Propeller Set + Brushless Motor(BlDC) (1000KV) Motor Control Electronic Hobby Kit (),LSTEHKFEGBBER7HCJDUBQBHSK,30akit,RB-1291,0,FALSE,,,,LINKED,1619,255
FLIPKART_techleads,Invento 1pcs BO motor 12V DC Dual shaft 200 rpm geared motor FM Transmitter Electronic Hobby Kit (),LSTEHKFGA23QDMXPUJB0WH7OV,31,RB-1150,0,FALSE,,,,LINKED,2170,3789
AMAZON_IN_techleads,CYSNO 58mm Bluetooth Printer BIS Certified Best Fo,B08PYTXTSB,31-0SZQ-453F,RB-9146,0,FALSE,,,,LINKED,12,
FLIPKART_techleads,Invento 16x2 LCD Keypad Shield LCD1602 Module Display Display Lights Electronic Hobby Kit (),LSTEHKFG9Y3NDHXYE9D60ANHU,32,RB-1119,0,FALSE,,,,LINKED,113,132
FLIPKART_techleads,arduino XL6009 DC-DC Adjustable Step-Up Boost Power Converter Module Better Than LM2577 Power Supply Electronic Hobby Kit (),LSTEHKF7QJ8YZQCG5WPGXAMEE,33,RB-1266,0,FALSE,,,,LINKED,2274,2368
FLIPKART_techleads,Electrobot 37 in 1 Sensor Modules Kit with Tutorials CD Educational Electronic Hobby Kit (),LSTEHKFEJQ5KCYJSZAGSIFYRU,37in,RB-1273,0,FALSE,,,,LINKED,30,37
FLIPKART_techleads,robovendor 37 in 1 Sensor Kit Educational Electronic Hobby Kit (),LSTEHKF8GV7YTFPGH8YZZD3GR,37in1Sen,RB-1273,0,FALSE,,,,LINKED,30,37
FLIPKART_JAIN,robovendor 37 in 1 Sensor Kit Educational Electronic Hobby Kit,LSTEHKF8GV7YTFPGH8YZZD3GR,37in1Sen,RB-1273,0,FALSE,,,,LINKED,30,
AMAZON_IN_techleads,"Generic 5mm Ultra Bright LED (Light Emitting Diode) White,Green, Red, Yellow, Blue Color Each 20Pcs Mix Total -100Pcs",B07MFQWGRT,38-NUSB-NHZG,RB-1375,0,FALSE,,,,LINKED,0,0
FLIPKART_techleads,Diy Arduino Compatible HC-SR04 Ultrasonic/Sonar Distance Sensor Module (Blue),LSTETYEEXZFFUPSPVVXQKBKDQ,39,RB-1260,0,FALSE,,,,LINKED,1364,384
AMAZON_IN_techleads,"Techleads SCANMORE Laser Barcode Scanner, Handheld 1 D USB Wired Barcode Reader Optical Laser High Speed for POS System Supermarket",B07X9T6QKJ,39-HKHX-YN2C,RB-1144,0,FALSE,,,,LINKED,25,0
FLIPKART_techleads,Techleads V3 Engraver 3D Printer CNC Shield Expansion Board A4988 Driver Micro Controller Board Electronic Hobby Kit (),LSTEHKFNVFWGPCBGDTG7PVW30,3D Printer,RB-1155,0,FALSE,,,,LINKED,94,
AMAZON_IN_techleads,Techleads Kk 2.1.5 Multirotor Lcd Flight Controller,B07WTTHBB8,3G-IVMA-DM3P,RB-1191,0,FALSE,,,,LINKED,87,157
AMAZON_IN_techleads,"Robotbanao D7-MBO9-TVO4 Rc Combo Kit 30a Esc and 1045 Propeller Set and Brushless Motor, Black",B07DZDTZF6,3L-0S3D-PUV0,RB-1291,0,FALSE,,,,LINKED,1619,158
AMAZON_IN_techleads,Ds Robotics Horizontal Mini Micro Submersible Motor Pump New Dc 3-4.5v for Fountain Garden (Pack of 5),B088KQWPCC,3N-8G0W-RE4T,RB-1401,0,FALSE,,,,LINKED,4717,4771
AMAZON_IN_techleads,"Electrobot Breadboard Jumper Wires Ribbon Cables Kit, Multicolored (120 Pieces)",B071VQLQQQ,3S-GLYT-TWKV,RB-1485,0,FALSE,,,,LINKED,620,
AMAZON_IN_techleads,DC 3.7-6V To 400KV Boost Step Up Power Module High Voltage Generator,B077MDPFST,3U-7GXJ-LW8V,RB-1129,0,FALSE,,,,LINKED,0,44
AMAZON_IN_techleads,KV1000 A2212 or 13 Brushless Motor BLDC Hex Rotor for Multi-Copter and RC Aircraft,B00MTHGH1S,3U-ULUL-H164,RB-1115,0,FALSE,,,,LINKED,1792,158
FLIPKART_techleads,REES52 3 Pack 12V DC Digital Cooling/Heating Thermostat Temp Control -50-110 °c Temperature Controller 10A Relay Module With Waterproof Sensor Probe Temperature Sensor and Controller Electronic Hobby Kit (),LSTEHKFEV5RDBDYZUUMYJFIIR,3XW1209,RB-1342,0,FALSE,,,,LINKED,768,1367
FLIPKART_JAIN,REES52 3 Pack 12V DC Digital Cooling/Heating Thermostat Temp Control -50-110 °c Temperature Controller 10A Relay Module With Waterproof Sensor Probe Temperature Sensor and Controller Electronic Hobby Kit,LSTEHKFEV5RDBDYZUUMYJFIIR,3XW1209,RB-1342,0,FALSE,,,,LINKED,768,
FLIPKART_techleads,KitsGuru (Set of 2) IIC/I2C/TWI/SPI SERIAL INTERFACE BOARD MODULE (Set of 2) Electronic Components Electronic Hobby Kit (),LSTEHKF7YXTEDMDCCEQSNYATF,4,RB-1327,0,FALSE,,,,LINKED,117,135
FLIPKART_techleads,Techleads 4 Way 4 Channel Infrared Detector Transmission Line Sensor Arduino Educational Electronic Hobby Kit (),LSTEHKFNVGF6AGTGFAGBE24P2,4 Channel Infrared,RB-1128,0,FALSE,,,,LINKED,9,0
FLIPKART_techleads,"Venus Updated Model anti pollution mask for men women V-420-V n95 pm 1.9 air masks reusable (Pack of 4) Reusable (Grey, Free Size, Pack of 4)",LSTMRPFSUCXYA4BJW6ZINJ0I3,4 x v420,RB-4007,0,FALSE,,,,LINKED,143,
FLIPKART_techleads,Invento 4 x 4 Matrix Array 16 Key Membrane Switch Keypad Keyboard for Arduino AVR PI​C Electronic Components Electronic Hobby Kit (),LSTEHKF7FY5QGTFWYT7DKLVSR,4.4 KEY PAD,RB-1275,0,FALSE,,,,LINKED,70,98
FLIPKART_techleads,REES52 400 Point Solderless Breadboard Soldering Trainer Electronic Hobby Kit (),LSTEHKF4D9GZY7UYW3XQWFOE3,400 Point Solderless,RB-1130,0,FALSE,,,,LINKED,549,0
FLIPKART_techleads,REES52 4 Pieces Breadboards Kit with 120 Pieces Jumper Wires for Electronics Projects (400-Points and 830-Points) Electronic Components Electronic Hobby Kit (),LSTEHKFCB2YKCMKNDH7W9JZ5H,400-Points and 830,RB-31009,0,FALSE,,,,LINKED,274,136
FLIPKART_JAIN,Robotbanao 4000W 220V AC SCR Voltage Regulator Dimmer Electric Motor Speed Controller Motor Control Electronic Hobby Kit (),LSTEHKFEJUZUZZUYHWZOLY2MI,4000W,RB-1131,0,FALSE,,,,LINKED,536,16
FLIPKART_JAIN,Robotbanao 120 Pieces Jumper Wire Set 40 M-M + 40 M-F + 40 F-F Wires Interconnect Electronic Hobby Kit (),LSTEHKFEUWZFBH73SU2C7KNN1,40M-M,RB-1430,0,FALSE,,,,LINKED,0,0
